OTU	663-046_Screening_Fecal_S121_L008	663-033_Screening_Fecal_S111_L008	663-026_Screening_Fecal_S103_L008	663-006_Screening_Fecal_S77_L008	663-004_Screening_Fecal_S75_L008	663-023_End_of_Treatment_S100_L008	663-013_C7D1_S85_L008	663-040_Screening_Fecal_S117_L008	663-007_Screening_Fecal_S78_L008	663-054_Screening_Fecal_S128_L008	663-038_Screening_Fecal_S114_L008	663-029_Screening_Fecal_S106_L008	663-030_Screening_Fecal_S107_L008	663-015_Screening_Fecal_S89_L008	663-040_C7D1_S118_L008	663-022_Screening_Fecal_S98_L008	663-032_Screening_Fecal_S109_L008	663-009_Screening_Fecal_S79_L008	663-023_Screening_Fecal_S99_L008	663-014_C7D1_S87_L008	663-045_Screening_Fecal_S119_L008	663-014_Screening_Fecal_S86_L008	663-028_Screening_Fecal_S105_L008	663-034_Screening_Fecal_S112_L008	663-052_Screening_Fecal_S125_L008	663-013_Screening_Fecal_S84_L008	663-021_Screening_Fecal_S97_L008	663-031_C7D1_S108_L008	663-003_Screening_Fecal_S73_L008	663-039_End_of_Treatment_S116_L008	663-020_Screening_Fecal_S95_L008	663-046_C7D1_S122_L008	663-003_End_of_Treatment_S74_L008	663-034_C7D1_S113_L008	663-018_Screening_Fecal_S92_L008	663-019_Screening_Fecal_S93_L008	663-051_Screening_Fecal_S124_L008	663-053_Screening_Fecal_S127_L008	663-002_Screening_Fecal_S71_L008	663-026_C7D1_S104_L008	663-009_C7D1_S80_L008	663-048_Screening_Fecal_S123_L008	663-045_End_of_Treatment_S120_L008	663-039_Screening_Fecal_S115_L008	663-014_End_of_Treatment_S88_L008	663-002_End_of_Treatment_S72_L008	663-052_End_of_Treatment_S126_L008	663-025_Screening_Fecal_S102_L008	663-011_Screening_Fecal_S81_L008	663-020_End_of_Treatment_S96_L008	663-017_Screening_Fecal_S91_L008	663-005_Screening_Fecal_S76_L008	663-024_Screening_Fecal_S101_L008	663-016_Screening_Fecal_S90_L008	663-012_Screening_Fecal_S82_L008	663-019_C7D1_S94_L008	663-012_End_of_Treatment_S83_L008	663-032_C7D1_S110_L008
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	3.26967	0.0133	38.703109999999995	2.6242	0	36.10572	5.165080000000001	0.00798	0	0	4.81248	0.015969999999999998	0.0036200000000000004	0.02248	0.01209	0	0.0085	0	29.78378	0.00145	0	0	0.00674	5.25882	0	1.24577	0.01345	0	0.00639	0	0.31466	2.20248	0	1.9285599999999998	0	2.43073	0	0	0.13887	37.80015	0.01067	0.00103	0	0	0.0125	0.0197	0	1.28966	2.3088900000000003	0.21846999999999997	0	0	2.97696	3.97906	0	37.11571	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	2.90632	0.01662	0.54315	4.868930000000001	3.4024400000000004	1.8164799999999999	2.6842599999999996	5.1426	3.4782900000000003	0.39325	3.9367300000000003	0.5898	0.09373	0.74343	7.156000000000001	4.0497	0	0.31425	0.9036200000000001	3.30536	0.27695	0.51063	1.78778	3.40139	2.62158	0.85009	0.12571	4.67045	0.66232	0.41753999999999997	2.04895	4.62849	1.64485	3.8213199999999996	0.78133	5.2860000000000005	1.44885	1.0911899999999999	1.92213	0.42145	0.4964	1.37961	0.69597	0.26932	1.17078	2.24364	1.8654	1.8351	0.35781	1.50833	1.2419	0.30894	0.53491	0.9032399999999999	0.73968	1.17527	0.39119	0.26668000000000003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2.51947	0.00135	0.41863999999999996	1.60563	9.3137	0	1.03015	1.7561200000000001	3.31486	2.3384400000000003	1.79203	2.15753	5.373819999999999	1.51525	0.28536	0.59468	0	5.83994	0.16574	2.18052	5.0513900000000005	0	0.041030000000000004	1.97712	0.39215	1.47231	0	0	0.6701	3.5454	4.2868699999999995	2.45797	1.11093	2.45123	0	0.88985	0.64898	0	0.12254000000000001	1.19127	3.3833900000000003	0.8194299999999999	8.91334	4.55575	0	0.061029999999999994	0.56303	1.05532	0.05144	1.97815	4.4486300000000005	5.88509	0.35546	12.37027	1.65245	1.88468	1.94155	0.15988
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1.78667	73.30631	0.324	0	5.859	0.15925	0.41595	0.13484000000000002	1.76721	0.09742999999999999	4.199730000000001	0.18348	0	0	0.8255299999999999	1.2630299999999999	0.00301	5.64361	0.34498	0.02949	0.02721	0	0.00806	22.253610000000002	1.00744	0.87395	0.07007000000000001	0.07002	0	0.07645	0.09673	1.03587	0.24164000000000002	10.812619999999999	0.26014	0.56226	9.9335	0	1.09081	0.05934	0.03507	0.17215999999999998	0	0.04958	0.1102	1.19465	6.09989	0.3638	2.07076	0.2292	0.14770999999999998	0.06828	0.06846000000000001	0.17786	0.11235	3.60146	0	0.43465
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	1.60458	8.40922	0	2.32745	1.6977200000000001	14.17012	6.759869999999999	0.31371	0.28233	0	3.92131	0	0.58427	2.30596	2.0023299999999997	1.60006	0	0.9376899999999999	1.27711	13.519020000000001	3.5952699999999997	8.15896	4.8848	3.59343	0.00707	2.56415	0.17042000000000002	25.58195	0	0.06545	4.58421	1.5298100000000001	0.07289	7.490589999999999	0.0322	0.11829	3.24499	23.03192	35.957409999999996	0	0.9108700000000001	9.21186	0	0	10.6368	5.35358	77.85078	0.00605	12.76336	7.825830000000001	0.01986	2.77608	0.04087	39.28184	0.21161	0.6614800000000001	0.06925	0.00722
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	1.3742	0	0.21300999999999998	0	0	0	0	0.030910000000000003	0	0	0.19044	0	0	0	0	0	0	1.15057	0	0	0	0	0	0	0	0	0	0	0.08326	0	0	0.7205199999999999	0.09892999999999999	0	0	0	0	0	0.049510000000000005	0.25347	0	0	0	0	0	0.02837	0	0	0	0	0.010159999999999999	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	1.05592	0	0.6902699999999999	0.17697000000000002	2.24534	0.25143000000000004	0.45852	0.45475	0.39278	0.26421	0.73306	2.79491	0.17882	0.8346299999999999	0.93758	0	0	2.25342	0.59332	1.8304099999999999	0	3.59018	0.73421	0.96398	0.9218200000000001	1.4501700000000002	0.25889	0	1.7066400000000002	0.6901	0.12476	2.51594	1.85263	0.81501	0	1.0356	0	0.09572	0.80328	3.30643	0.09286	0.26016999999999996	0	1.50589	1.54193	0.4105	0.02265	0.6755800000000001	1.0936299999999999	0.08369	0	0.46145	1.4072	0	0	0.18673	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.52487	3.1142	0.18954000000000001	6.09339	0.55195	0	1.0572	0.7529100000000001	0.6676300000000001	5.1095	0.31198000000000004	10.49691	14.93699	0.77259	0.5969300000000001	0.43196999999999997	0.11413	2.1356	0	3.6899300000000004	0.68501	21.08015	2.45685	0.23001999999999997	0.40126999999999996	0.19458	3.3765300000000003	0.78073	10.38599	1.1220299999999999	0.12237	1.94438	5.8806	0.14026	12.86138	0	0.26845	0.18880999999999998	0.14289000000000002	0.36056	4.11565	0.11385999999999999	1.5554700000000001	1.38236	5.82841	0.52146	0.0738	0.15658	2.88936	0.69035	2.8999099999999998	2.77791	12.08962	2.21107	0.9363100000000001	0.02288	0.49561000000000005	3.1898
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.1113	0	0.0036899999999999997	0.04332	0	1.8327200000000001	0.30173	0.049819999999999996	1.38253	1.55829	0.32861	0	0	0	0	0	0	0.62434	0.61656	0	0	0	0	0.87684	0	0.38397	1.00032	0.3669	0.14097	0	3.23978	0.00139	0.1291	1.06461	0	0	1.70652	0	0	0	0	0	0	0	0	0	0	0.30718	0.16609000000000002	0.17386	0	0	0	0	0	0.72221	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.07353	0	0.13057	0.14843	0.19715	0	0.00312	0	0.02238	0.10649000000000002	0.01855	0.30434	0.20488	0.08851	0	0.0355	0	0.06329	0	0.18408	0.09367	0.8323	0	0.07669	0.20390999999999998	0.01125	0.25745999999999997	0.15452	0.21513000000000002	0.05942000000000001	0.26971	0.31594	0.1038	0.06469	0.04361	0.05587	0.02018	0	0	0.14371	0.21120999999999998	0.33355999999999997	0	0.04955	0.74408	0	0.028739999999999998	0.0216	0.8815799999999999	0.37085	0.76389	0.09258999999999999	0.10795999999999999	0.06541	0.15896	0.11469000000000001	0.06432	0.03517
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.02259	1.47295	0.025519999999999998	0.6632600000000001	0.02103	0.6793600000000001	2.235	0	0.03469	2.50711	5.19085	0.05797000000000001	1.95005	0.04748	0	0	5.365480000000001	3.38866	0.1318	1.96595	0	3.1536299999999997	0.6005199999999999	0.05656	0.71477	4.90797	3.62494	0	0	0.02487	0.09646	0	0.06884	0	0	0	2.64223	0	0.42927	0.02487	3.40749	2.44759	0	0	3.03266	0.23226	0.23535	0.0027199999999999998	2.0472599999999996	0.27793	0.19612000000000002	0.5363	0	1.79148	0	7.95173	0	3.26211
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.01694	0.21781	0.2013	0.04258	0.62963	1.1723700000000001	1.06433	0.5099899999999999	0.00484	0.06508	3.09565	0.33132	0.02071	0.4326	0.66175	0.22232	0	0.26321	0.96716	0.0942	0.08135	0.60828	0.21641	0.35233000000000003	0.23755	0.39664	0.04294	1.4139700000000002	0	0.0129	0.10979000000000001	0.39953	0.45733	0.52325	0.22959000000000002	9.90833	0.07661	1.6294	2.10265	0.06704	0.1024	0.0134	0.03284	0.05782999999999999	2.0952599999999997	3.34993	1.05059	0.02453	0.609	0.18111	0.21308000000000002	0.3499	0.4145	0.21445999999999998	0.1399	3.92109	0.08265	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.00847	0.33897	0.07531	0	0	0	0	0	0.052610000000000004	0	0.01681	0	0	0	0	0	0	0.14908	0	0	0.00839	0	0	0.23098000000000002	0	0	0	0	0	0	0	0	0	0.02333	0.18857000000000002	0	0.01266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18519000000000002	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.00609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0	0.01082	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	34.29847	0.09792000000000001	13.5094	25.97814	4.8571	9.38442	20.76667	17.53364	23.91929	33.79157	10.382060000000001	27.13702	57.347730000000006	31.667370000000002	3.6099699999999997	6.36265	38.399840000000005	12.66902	12.92822	6.02969	35.85205	13.089	9.119760000000001	9.87454	60.24054	28.092340000000004	52.74032	0.36578	49.811690000000006	69.49486999999999	11.25121	18.046429999999997	49.93116	5.3459699999999994	55.8926	16.244629999999997	15.28142	9.03797	7.2977	19.03136	30.825090000000003	26.88472	38.352740000000004	73.45692	16.35783	3.6876	2.43633	28.998009999999997	21.40235	12.45626	43.4417	53.94838000000001	27.0123	20.41863	53.9609	20.23603	35.70823	25.83638
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	12.410060000000001	0.12842	14.53914	13.431470000000001	0.40004	2.36246	15.870460000000001	14.056270000000001	1.8774099999999998	11.79725	26.26377	0.7774	0.35544000000000003	2.80462	7.15613	8.657580000000001	27.960279999999997	0.27938	25.29883	27.6115	3.99033	0	0.31801	8.86985	0	1.5036100000000001	6.7754199999999996	1.49058	0.00335	0.47825	6.8476	13.584979999999998	0	6.42973	0	18.55894	27.8055	5.7456	7.849260000000001	2.29471	0	9.58639	7.94309	0.66156	2.9106799999999997	2.12073	4.979480000000001	33.20221	0.67685	4.09753	4.86258	0.61722	2.60356	0	7.39226	1.62522	5.55929	6.95384
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	11.1139	0.057870000000000005	2.56557	0	7.898639999999999	0.60336	6.0174199999999995	6.66908	0	2.6337200000000003	3.0481	0	0	15.330010000000001	9.16182	10.88417	0	6.0238	2.43372	3.54765	0	5.23405	4.18657	3.5678900000000002	0	0.10112	0.53245	0	0	0	1.10385	3.8502400000000003	3.39466	5.99266	0	2.7854799999999997	2.65181	3.37088	0.142	0.30591	0.94814	9.203510000000001	0	0	5.72545	0.06904	0.12205	2.95226	0	3.19658	5.867780000000001	0	4.91988	0	5.188680000000001	2.5404	2.06412	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	5.09323	0.045160000000000006	10.10184	0.31445	0.04464	14.744879999999998	6.761539999999999	5.31248	2.02735	10.59854	9.11312	0.013590000000000001	0	0.00952	0.20584000000000002	3.06751	0	0.04924	10.83814	0.030239999999999996	8.27399	0	0.31411	6.84705	13.579	5.51195	0.87236	0.00938	0.01456	0	9.16718	0.35249	0.00195	14.174760000000001	0.0012900000000000001	5.38984	24.031489999999998	4.67876	1.8449	9.36858	1.8897700000000002	9.57197	1.32254	0.0018399999999999998	0.01269	0.68271	0.1197	3.46365	0.01045	7.011089999999999	5.123819999999999	4.97831	0	0.011170000000000001	8.03572	2.7168799999999997	14.2032	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	4.99311	0.02266	3.9652800000000004	17.46769	0.02115	2.7551	3.07945	2.6800900000000003	26.04598	2.77585	2.7717099999999997	45.25295	0	9.726939999999999	0.71995	4.90509	0.026430000000000002	8.60322	4.75861	0	0	0.00734	4.4104	5.73862	1.82105	7.8531	1.42056	9.52694	1.0638100000000001	3.8369199999999997	17.39025	6.32147	1.8757400000000002	3.7100699999999995	3.1972099999999997	4.73235	3.7323699999999995	3.25482	3.21054	10.13689	6.27689	7.52913	0	3.16099	0	0.8253799999999999	0.34212	5.29146	0.00218	7.38093	0.01807	7.958080000000001	6.62401	0.00085	2.10595	1.7148	3.96496	3.7702199999999997
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	3.9666900000000003	0.07522000000000001	2.7726900000000003	11.35365	24.455370000000002	5.1167300000000004	14.40455	29.87828	4.44536	19.72306	6.76475	1.8075900000000003	10.20853	6.822489999999999	41.78368	38.594879999999996	4.30928	2.5265400000000002	3.63326	2.00265	30.59895	1.7656599999999998	21.23171	2.17276	0.57194	26.0892	1.3567799999999999	32.47092	0.30057	8.17253	16.305239999999998	18.81128	0.4883	2.00697	5.18991	20.40963	0.38958000000000004	18.131610000000002	21.240920000000003	4.348269999999999	1.42402	8.13227	29.20662	3.9796	1.6765299999999999	24.78441	1.14986	8.992389999999999	15.4115	41.2862	18.48943	7.18398	6.30992	3.10697	1.0853	2.3962	1.84034	1.7484099999999998
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	3.26967	0	1.6089	0	0	0	0.60414	0	0	0	0.33351	0	0	0	0	0	0	0	0	0	0	0	0	0.7178399999999999	0	1.05203	0	0	0	0	0.16918	2.20248	0	0.6897800000000001	0	1.18223	0	0	0.13751	4.057259999999999	0	0	0	0	0	0	0	1.27093	2.30824	0.15491	0	0	0.74054	0	0	0.53381	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	3.24169	0	0	0	0	0	0	0	0	0	0	1.8763	1.7021400000000002	0	0	0	0	0	0	0	0	0	2.137	0	0	0	0	0	0	2.2614099999999997	3.16182	1.0662399999999999	0	0	0	0.08476	0	0.65287	1.5614	0	0	2.87445	0	2.73208	0	0.7558199999999999	0	0.50521	0	2.63291	0	0	0	0	5.41115	0	6.23489	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	2.7185799999999998	0.0010199999999999999	3.71116	2.7623	5.29017	0.13076	0.8403	1.26346	0.9219299999999999	0.93545	2.6038	1.2250299999999998	5.2550300000000005	0	1.35713	2.59422	1.7674599999999998	0	0.62349	8.304860000000001	3.19149	15.17786	1.2730700000000001	2.23068	2.34959	1.48569	1.9918900000000002	6.18403	7.6588	2.01632	3.4332800000000003	12.83153	7.280760000000001	1.9829	0.8944799999999999	5.679819999999999	1.69009	3.5996	1.7214	4.78451	0	1.02912	0.17989000000000002	4.332380000000001	17.14684	1.71426	0.40845	0.20506999999999997	2.34133	3.34931	1.88127	5.30729	3.60385	0	0.84696	1.9889700000000001	0.27414	5.01331
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	2.53757	0.01662	0.47156000000000003	1.03341	0	1.79181	2.5859	4.8452	3.41426	0	3.52544	0	0	0	6.66667	3.30134	0	0	0.82329	2.90904	0	0	1.6559	3.2523400000000002	2.54469	0.79988	0	0	0	0	1.99665	3.07028	0	3.6614400000000002	0	5.2860000000000005	1.40012	1.03653	1.66022	0.28681	0	1.0161	0	0	0	1.12432	1.3927399999999999	1.1397700000000002	0	1.34279	0.82191	0.20171	0.43149	0	0.22678	0.58296	0.28255	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	2.51947	0.00135	0.41863999999999996	1.60563	9.3137	0	1.03015	1.7561200000000001	3.31486	2.3384400000000003	1.79203	2.15753	5.373819999999999	1.51525	0.28536	0.59468	0	5.83994	0.16574	2.18052	5.0513900000000005	0	0.041030000000000004	1.97712	0.39215	1.47231	0	0	0.6701	3.5454	4.2868699999999995	2.45797	1.11093	2.45123	0	0.88985	0.64898	0	0.12254000000000001	1.19127	3.3833900000000003	0.8194299999999999	8.91334	4.55575	0	0.061029999999999994	0.56303	1.05532	0.05144	1.97815	4.4486300000000005	5.88509	0.35546	12.37027	1.65245	1.88468	1.94155	0.15988
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	2.50129	0	1.03778	0	0	0.54876	1.36032	0.56525	1.52214	1.16303	0.70432	0.22524	0	1.50345	0.40087	0.72121	0.42022	0.08462	0.43538000000000004	0	0.10480999999999999	0	0.008459999999999999	0.342	0	0.27113000000000004	0.03689	0	0	0	0.60707	0.71446	0	0.5793	0.10375999999999999	2.1503900000000002	0	0.53191	0.94773	0.66619	0.02021	2.23043	0.21227	0	0	2.14926	0	1.08792	0	0.49363	0	0	0.02586	0	1.61402	0.6106199999999999	0.64137	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname	1.9523599999999999	0	0.9184899999999999	0	0	0	0	0.00108	0	0.08251	0	0	0	0.36785999999999996	0	2.32777	0	1.1381	0	0	0	0	0	0.00403	0	0	0	0	0	0	0.08089	0.53969	0	0.02878	0	0	0	0	0	0.41748999999999997	0.33216999999999997	1.56901	0	0	0	0	0	0.04532	0	0.21366	0.00115	0	0	0.01587	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	1.7972	0	2.51946	0.34718000000000004	2.85755	0.92058	1.49314	4.7611300000000005	4.44545	1.42354	3.6534400000000002	2.0222599999999997	0.60935	3.00867	2.9149599999999998	5.03075	0.50955	2.81371	1.1811200000000002	7.91896	4.793419999999999	3.96529	0.45315	2.32077	1.6787599999999998	0.69734	0.40265	7.84103	0.80052	2.55973	0.74558	2.1480900000000003	19.48696	1.76908	2.42889	0.47138	2.26409	3.12005	0.20585	2.4827	1.0274299999999998	1.13924	7.412489999999999	1.53804	1.22105	1.2182899999999999	1.44367	4.77295	0.6333300000000001	1.59906	2.66974	4.16063	2.50073	11.00121	6.80055	1.9938799999999999	2.26265	0.29827
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	1.78667	73.30631	0.324	0	4.79629	0.15925	0.41595	0.13484000000000002	1.76721	0.09742999999999999	4.17816	0.18348	0	0	0.7861100000000001	1.2630299999999999	0.00301	4.49335	0.3388	0.02949	0.02721	0	0.00806	22.253610000000002	1.00744	0.87395	0.07007000000000001	0	0	0.07645	0.09673	1.03587	0.24164000000000002	10.812619999999999	0.26014	0.56226	9.9335	0	1.09081	0.05934	0.03507	0.17215999999999998	0	0.04958	0.1102	1.19465	6.09989	0.3638	2.07076	0.2292	0.14770999999999998	0.06828	0.06846000000000001	0.17786	0.11235	3.60146	0	0.376
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	1.60458	8.35316	0	2.32745	1.6977200000000001	14.17012	6.759869999999999	0.31371	0.28233	0	3.92131	0	0.58427	2.30596	2.0023299999999997	1.60006	0	0.9376899999999999	1.27711	13.519020000000001	3.5952699999999997	8.15896	4.8848	3.57875	0.00707	2.56415	0.17042000000000002	25.58195	0	0.06545	4.58421	1.5298100000000001	0.07289	7.490589999999999	0.0322	0.11829	3.24499	23.03192	35.77257	0	0.9108700000000001	9.21186	0	0	10.6368	5.32552	77.85078	0.00605	12.76336	7.825830000000001	0.01986	2.77608	0.04087	39.28184	0.21161	0.61407	0.06925	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	1.3742	0	0.21300999999999998	0	0	0	0	0.030910000000000003	0	0	0.19044	0	0	0	0	0	0	1.15057	0	0	0	0	0	0	0	0	0	0	0.08326	0	0	0.7205199999999999	0.09892999999999999	0	0	0	0	0	0.049510000000000005	0.25347	0	0	0	0	0	0.02837	0	0	0	0	0.010159999999999999	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	1.05592	0	0.6902699999999999	0	1.72275	0.25143000000000004	0.30968	0.44776000000000005	0.10547999999999999	0.26421	0.73306	2.79491	0	0.8346299999999999	0.90425	0	0	2.25342	0.59332	1.63105	0	3.58106	0.73421	0.96398	0.9218200000000001	0.70911	0.25889	0	1.53439	0.13279000000000002	0.01784	2.51594	1.72983	0.81501	0	1.0356	0	0.09572	0.40296	3.30643	0.09286	0.26016999999999996	0	0.19413	1.54193	0.1719	0.02265	0.64866	1.0936299999999999	0.08369	0	0.46145	1.11744	0	0	0.18673	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	0.52487	3.1142	0.15992	6.08338	0.55195	0	1.0572	0.7036899999999999	0.6676300000000001	5.0915	0.31198000000000004	10.49691	14.93699	0.77259	0.5969300000000001	0.43196999999999997	0.11413	2.1356	0	3.6899300000000004	0.68501	21.08015	1.9406599999999998	0.23001999999999997	0.40126999999999996	0.18821	3.3765300000000003	0.78073	10.38599	1.1139299999999999	0.12237	1.93606	5.8806	0.14026	12.86138	0	0.26845	0.18880999999999998	0.14289000000000002	0.34234000000000003	4.11565	0.11385999999999999	1.5554700000000001	1.38236	5.82841	0.52146	0.0738	0.15658	2.88936	0.69035	2.8999099999999998	2.50029	12.08962	2.21107	0.9363100000000001	0.02288	0.49561000000000005	3.1898
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	0.36875	0	0.06917000000000001	3.72225	3.4024400000000004	0	0.09296	0.0027	0.02115	0.15900999999999998	0.26203000000000004	0.5898	0.09373	0.72267	0.02652	0.24665	0	0.31425	0	0.23676999999999998	0.27695	0.14862	0.13188	0.1306	0.07689	0.050210000000000005	0.12571	4.67045	0.65267	0.12184	0	1.5582	1.56216	0.044160000000000005	0.78133	0	0.01794	0.0034100000000000003	0.00639	0.12274000000000002	0.46512	0.19143	0.69597	0.26932	0.20731999999999998	0.08559	0.37306999999999996	0.0035399999999999997	0.35731	0.10449000000000001	0.41999	0.07886	0.10342	0.9032399999999999	0.41648	0	0.06467	0.25387
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	0.32455	0.0059	0.15972	0.034010000000000006	0.00349	2.88116	3.41859	0.30687	0.09366000000000001	0.6956100000000001	0.4039	0.51172	0	11.80837	0.19822	0.40362	2.29319	0.8001	1.01864	2.1758599999999997	1.43734	4.22396	0.0245	0.91514	9.53706	0.05984	1.01791	0.00371	0.49078999999999995	4.08465	0.52344	0.32331	1.05708	1.31318	0	0.09511	0.30279	0.0829	0.31273	1.21095	1.97195	0.36596999999999996	2.83451	0.7713300000000001	15.91267	0.08582999999999999	0.01341	3.3162199999999995	0.37795	0.36524	2.3974900000000003	0	0.53533	0.020069999999999998	0.48983999999999994	1.3481299999999998	0.96493	0.11907999999999999
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	0.13155999999999998	0	0.23203000000000001	0.8015399999999999	0.07787000000000001	0.39166	0.9744799999999999	0.36359	0.9025200000000001	1.2645600000000001	0.45538999999999996	0.33671999999999996	0.19419	0.79609	0.36532	1.77016	0.66257	1.09166	0.03656	1.51463	0.87292	1.74155	0.40844	0.52199	0.40776	0.43341	0.06352000000000001	0.78242	1.76588	0.56301	0.69818	2.02203	1.54274	0.49043000000000003	0	0.34251	0.45565	0.25111	0.17179	0.25151	1.50298	0.4144	1.26138	0.4217	3.03809	0.32589	0.38635	0.23196	0.1352	1.31345	0.9535399999999999	1.18265	0.37528	2.8456099999999998	0.47073999999999994	0.60488	1.27577	0.00913
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.1113	0	0.0036899999999999997	0.04332	0	0	0	0.049819999999999996	0	0	0.32861	0	0	0	0	0	0	0.62434	0	0	0	0	0	0	0	0	0	0	0.14097	0	0	0.00139	0.1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16609000000000002	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0.10496	0	0.05897	0	0.39389	0.03098	0	0	0	0.009290000000000001	0	0.79194	0.10198	0.07715	0	0.43293000000000004	0.10007	0.00873	0.42668	0.0061200000000000004	0	0.2222	0	0.01642	0.01229	0	0	6.868460000000001	0.22165	0	0.00434	0.027639999999999998	0.30158	0.20670999999999998	0.040389999999999995	0	0.00995	0.2514	0.17745	0	0.03832	0.01759	0	0.00202	0.036610000000000004	0.5755600000000001	0.0028399999999999996	0.03648	0.13058	0.00744	0.013000000000000001	0	0	0.02522	0.20661	0	0.13097	0
